Sr. No.,Product ID,Model Number,Product Name,Brand,product_name_sap,product_name_amazon_uk,product_name_amazon_uae,product_name_ebay,product_id,product_id_type,seller_sku,category,subtitle,brand,manufacturer,manufacturer_part_number,condition_type,feed_product_type,update_delete,recommended_browse_nodes,product_description_amazon_uk,product_description_amazon_uae,product_description_ebay,product_attribute_list_amazon_uk,product_attribute_list_amazon_uae,product_attribute_list_ebay,search_terms,color_map,color,enclosure_material,cover_material_type,special_features,package_length,package_length_metric,package_width,package_width_metric,package_height,package_height_metric,package_weight,package_weight_metric,shipping_weight,shipping_weight_metric,item_display_weight,item_display_weight_metric,item_display_volume,item_display_volume_metric,item_display_length,item_display_length_metric,item_weight,item_weight_metric,item_length,item_length_metric,item_width = False,item_width_metric,item_height,item_height_metric,item_display_width,item_display_width_metric,item_display_height,item_display_height_metric,item_condition_note,max_order_quantity,number_of_items,wattage,wattage_metric,material_type,parentage,parent_sku,relationship_type,variation_theme,standard_price,quantity,sale_price,sale_from,sale_end,barcode,barcode_string,outdoor_price,pfl_product_features
212,6294009927763,RF4238,Royalford Easy Spin Mop and Bucket Set (Pedel) | 360 Degree Spinning Mop Bucket Home Cleaner| Extended Easy Press Stainless Steel Handle and Easy Wring Dryer Basket for Home Kitchen Floor Cleaning,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
213,6294009928050,RF4269,"Royalford RF4269 Glass Tumbler Set, 6pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
214,6294009928449,RF4306,"Royalford 12PCS Bone China Square Cup & Saucer Set – Ideal for Daily Use – Non-Toxic, Ecologically Tasteless, Smooth Surface, Translucent, Comfortable Grip and Lightweight",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
215,6294009928456,RF4307,"Royalford 12PCS Bone China Round Cup & Saucer Set – Ideal for Daily Use – Non-Toxic, Ecologically Tasteless, Smooth Surface, Translucent, Comfortable Grip and Lightweight",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
216,6294009928470,RF4309,"Royalford 12PCS Bone China Square Cup & Saucer Set – Ideal for Daily Use – Non-Toxic, Ecologically Tasteless, Smooth Surface, Translucent, Comfortable Grip and Lightweight",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
217,6294009928487,RF4310,"Royalford 12PCS Bone China Round Cup & Saucer Set – Ideal for Daily Use – Non-Toxic, Ecologically Tasteless, Smooth Surface, Translucent, Comfortable Grip and Lightweight",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
218,6294009928753,RF4337,Royalford RF4337 Stainless Steel Wine Opener,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
219,6294009928760,RF4338,"Royalford Garlic Press Ginger Crusher | Super Easy to Clean | Crush Garlic & Ginger with Ease | All–in-One Mincer, Squeezer & Chopper | Hand Tool for Professional Restaurant & Home Kitchen",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
220,6294009929118,RF4373,Royalford RF4373 3-Layer Dish Rack With Cutlery Holder,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
221,6294009929125,RF4374,Royalford RF4374 3-Layer Corner Kitchen Rack,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
222,6294009929132,RF4375,Royalford RF4375 3-Layer Corner Kitchen Rack,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
223,6294009930152,RF4477,Royalford RF4477 Plastic Broom with Dustpan Set,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
224,6294009930251,RF4487,"Royalford RF4487 Melamine White Pearl Dinner Plate, 10",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
225,6294009930275,RF4489,"Royalford RF4489 Melamine White Pearl Dinner Plate, 8",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
226,6294009930282,RF4490,"Royalford RF4490 Melamine White Pearl Deep Plate, 10",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
227,6294009930299,RF4491,"Royalford RF4491 Melamine White Pearl Deep Plate, 8",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
228,6294009930305,RF4492,"Royalford RF4492 Melamine White Pearl Bowl, 9",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
229,6294009930312,RF4493,"Royalford RF4493 Melamine White Pearl Bowl, 6",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
230,6294009930329,RF4494,"Royalford RF4494 Melamine White Pearl Bowl, 5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
231,6294009930336,RF4495,"Royalford RF4495 Melamine White Pearl Oval Plate, 16",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
232,6294009930343,RF4496,"Royalford RF4496 Melamine White Pearl Oval Plate, 14",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
233,6294009930626,RF4525,"Royalford RF4525 Opal Spin White Dinner Plate, 10.5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
234,6294009931791,RF4642,"Royalford Stainless Steel Metal T Peeler – Tube-Shaped Swivel Peeler Perfect for Peeling – Quick & Effective Peeling with Segregated Edges, Vegetable & Fruit Peeler/Slicer for Quick Smooth Peeling",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
235,6294009931814,RF4644,"Royalford Zinc Alloyed Triangle Vegetable Peeler-Y-Shaped Swivel Peeler Perfect for Peeling Vegetables & Fruits-Plastic Handle, Vegetable and Fruit Peeler/Slicer for Smooth Peeling",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
236,6294009932118,RF4673,Royalford RF4673 Double Layer Lunch Box,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
237,6294009932422,RF4704,"RoyalFord RF4704 Metal Hanger, 4hooks",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
238,6294009932439,RF4705,"RoyalFord RF4705 Metal Hanger, 6hooks",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
239,6294009933832,RF4845,"Royalford RF4845 Glass Frosty Mug with Cap, 300ml",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
240,6294009933863,RF4848 SS,"RoyalFord RF4848 SS Rosele Wilkins Sponge Scrubber Set, 10pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
241,6294009933900,RF4852 SS,"RoyalFord RF4852 SS  Sponge Scrubber Set, 2pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
242,6294009933986,RF4860 SS,"RoyalFord RF4860 SS Rosele Wilkins Sponge Scrubber Set, 5pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
243,6294009934228,RF4884,Royalford RF4884 Broom with Handle,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
244,6294009934235,RF4885,Royalford RF4885 Hard Broom with Handle,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
245,6294009902777,RF490S,"Royalford 3-in-1 Kitchen Scissor – Multi-Purpose Stainless Steel Home & Kitchen Utility Shear for Chicken, Poultry, Fish, Meat, Vegetables, Herbs, Flowers - All-in-One Scissor, Nut Cracker & Opener",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
246,6294009902784,RF491S,"Royalford 3-in-1 Kitchen Scissor – Complete Stainless Steel Body with Black Rubber Coating for Easy Grip - Multi-Purpose Kitchen Utility Shear - All-in-One Scissor, Nut Cracker & Opener",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
247,6294009905969,RF492NCS7,"Royalford RF492NCS7 Non-stick Cookware Set, 7pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
248,6294009934846,RF4946,"Royalford RF4946 Stainless Steel Vacuum Bottle, 350ml",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
249,6294009934853,RF4947,"Royalford RF4947 Stainless Steel Vacuum Bottle, 750ml",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
250,6294009934860,RF4948,"Royalford RF4948 Stainless Steel Vacuum Bottle, 1000ml",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
251,6294009934884,RF4950,Royalford RF4950 Aluminium Cloth Dryer,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
252,6294009934907,RF4952,"Royalford RF4952 Aluminum Appam Pan with Lid, 22cm",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
253,6294009935263,RF4988,"Royalford RF4988 Stainless Steel Fruit Knife Set, 12pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
254,6294009935379,RF4999,"Royalford RF4999 Non-stick Cookware Set, 8pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
255,6294009935386,RF5000,Royalford RF5000 Metal Cloth Dryer,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
256,6294009935393,RF5001,Royalford RF5000 Metal Cloth Dryer,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
257,6294009935522,RF5014,"Royalford RF5014 Double Layer Steamer, 30cm",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
258,6294009935645,RF5026,"Royalford RF5026 Stainless Steel Travel Mug, 350ml",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
259,6294009935737,RF5035,"Royalford RF5035 Opal Dinner Set, 40pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
260,6294009935744,RF5036,"Royalford RF8312 Mother of Pearl  Dinner Set, 40pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
261,6294009935980,RF5060,"RoyalFord RF5060 Ceramic Measuring Tool Set, 4pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
262,6294009935997,RF5061,"RoyalFord RF5061 Ceramic Measuring Tool Set, 4pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
263,6294009936000,RF5062,"Royalford RF5062 Melamine Flower Carnival Handle Tray, 15",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
264,6294009936017,RF5063,"Royalford RF5063 Melamine Flower Carnival Handle Tray, 17.5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
265,6294009936024,RF5064,"Royalford RF5064 Melamine White Pearl Handle Tray, 15",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
266,6294009936031,RF5065,"Royalford RF5065 Melamine White Pearl Handle Tray, 17.5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
267,6294009936277,RF5089,"Royalford RF5089 Melamine White Pearl Bowl, 3.5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
268,6294009936284,RF5090,"Royalford RF5090 Melamine White Pearl Bowl, 4.5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
269,6294009936307,RF5092,"Royalford RF5092 Melamine Casserole with Lid, 10.5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
270,6294009936406,RF5102,"Royalford RF5102 Melamine Ware Rice Bowl, 3.5",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
271,6294009936512,RF5113,RoyalFord RF5113 Bamboo Skimmer,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
272,6294009936529,RF5114,RoyalFord RF5114 Bamboo Spaghetti Server,Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
273,6294009936611,RF5123,"Royalford RF5123 Stainless Steel Cookware Set, 7pieces",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
274,6294009936628,RF5124,"Royalford RF5124 Stainless Steel Cooking Set, 12piece Set",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
275,6294009936642,RF5126,"Royalford 7L Kitchen Pedal Trash Bin | Stainless Steel Rubbish Bin with Soft Close Lid, Foot Pedal, Flat Lid & Strong Plastic Inner Bucket | Fingerprint Proof & Rust Resistant |Odor Free & Hygienic",Royalford,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
